country,party_family,id,created_at,updated_at,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,foundation_date,dissolution_date,data_source,description,comment,data_json,country_id,family_id
ITA,con,67,2024-08-15 07:29:41.713000,2024-08-15 07:29:41.715000,CeD,Centre Right,Centro-destra,Centro-destra,,https://en.wikipedia.org/wiki/Centre-right_coalition,,,,,"Proxy party for centre right alliances that have formed since the 1990s.
","{""proxy_party"": true}",26,26
ITA,soc,1048,2024-08-15 07:29:43.466000,2024-08-15 07:29:43.468000,CeS,Centre Left,Centro-sinistra,Centro-sinistra,,http://en.wikipedia.org/wiki/Ulivo,,,,,Proxy party for centre left alliances that have formed since the 1990s.,"{""proxy_party"": true}",26,11
ITA,chr,1633,2024-08-15 07:29:44.451000,2024-08-15 07:29:44.453000,DC,Christian Democrats,Democrazia Cristiana,Democrazia Cristiana,,"http://en.wikipedia.org/wiki/Christian_Democracy_(Italy,_historical)",,,,,,{},26,3
ITA,chr,52,2024-08-15 07:29:41.669000,2024-08-15 07:29:41.670000,DCA,Christian Democracy for the Autonomies,Democrazia Cristiana per le Autonomie,Democrazia Cristiana per le Autonomie,,http://en.wikipedia.org/wiki/Christian_Democracy_for_the_Autonomies,2005-06-25,2009-03-27,,,,{},26,3
ITA,chr,488,2024-08-15 07:29:42.539000,2024-08-15 07:29:42.541000,DE,European Democracy,Democrazia Europea,Democrazia Europea,,http://en.wikipedia.org/wiki/European_Democracy,,,,,,{},26,3
ITA,soc,630,2024-08-15 07:29:42.782000,2024-08-15 07:29:42.784000,DINI-RI,Dini List -- Italian Renewal,Lista Dini – Rinnovamento Italiano,Lista Dini -- Rinnovamento Italiano,,http://en.wikipedia.org/wiki/Italian_Renewal,1996-02-27,2002-03-17,,New party formed on 27 February 1996 by outgoing technocratic PM Lamberto Dini.,,{},26,11
ITA,lib,1005,2024-08-15 07:29:43.384000,2024-08-15 07:29:43.386000,DL-M,Democracy is Freedom -- The Daisy,Democrazia è Libertà – La Margherita,Democrazia e Liberta -- La Margherita,,http://en.wikipedia.org/wiki/Daisy-Democracy_is_Freedom,2002-03-24,,,,,{},26,6
ITA,com,1424,2024-08-15 07:29:44.111000,2024-08-15 07:29:44.113000,DP,Proletarian Democracy,Democrazia Proletaria,Democrazia Proletaria,,http://en.wikipedia.org/wiki/Democrazia_Proletaria,1978-04-13,,,,,{},26,14
ITA,soc,809,2024-08-15 07:29:43.072000,2024-08-15 07:29:43.074000,DS,Democrats of the Left,Democratici di Sinistra,Democratici di Sinistra,,http://en.wikipedia.org/wiki/Democrats_of_the_Left,1991-02-03,,,,,{},26,11
ITA,con,596,2024-08-15 07:29:42.720000,2024-08-15 07:29:42.722000,FI-PdL,Go Italy -- The People of Freedom,Forza Italia – Il Popolo della Libertà,Forza Italia -- Il Popolo della Liberta,,http://en.wikipedia.org/wiki/Forza_Italia,1994-01-18,,,,PdL was initially a federation launched on 18 November 2007 and later a political party founded on 27 March 2009 and dissolved on 16 November 2013. It formed a parliamentary group after the 2008 election.,{},26,26
ITA,con,1477,2024-08-15 07:29:44.202000,2024-08-15 07:29:44.204000,FLI,Future and Freedom for Italy,Futuro e libertà per l'Italia,Futuro e liberta per l'Italia,,http://en.wikipedia.org/wiki/Future_and_Freedom,2010-07-30,,,,inclusion rule: party group forming in parliament with more than 5.0% seat share,"{""include"": ""party group 5% seats""}",26,26
ITA,con,409,2024-08-15 07:29:42.338000,2024-08-15 07:29:42.340000,FUQ,Front of the Ordinary Man,Fronte dell'Uomo Qualunque,Fronte dell'Uomo Qualunque,,http://en.wikipedia.org/wiki/Front_of_the_Ordinary_Man,,,,,,{},26,26
ITA,right,2154,2024-08-15 07:29:45.229000,2024-08-15 07:29:45.231000,FdI,Brothers of Italy,Fratelli d'Italia,Fratelli dItalia,,http://en.wikipedia.org/wiki/Brothers_of_Italy,2012-12-21,,,,,{},26,40
ITA,eco,1304,2024-08-15 07:29:43.918000,2024-08-15 07:29:43.919000,FdLV,Green Lists,Federazione delle Liste Verdi,Federazione delle Liste Verdi,,http://en.wikipedia.org/wiki/Green_Lists,1986-11-16,,,New party formed on 16 November 1986.,,{},26,19
ITA,eco,910,2024-08-15 07:29:43.219000,2024-08-15 07:29:43.220000,FdV,Federation of the Greens,Federazione dei Verdi,Federazione dei Verdi,,http://en.wikipedia.org/wiki/Federation_of_the_Greens,1990-12-09,,,,,{},26,19
ITA,spec,473,2024-08-15 07:29:42.516000,2024-08-15 07:29:42.518000,Fed,Federalism,Federalismo – Europa dei Popoli,Federalismo -- Europa dei Popoli,,http://it.wikipedia.org/wiki/Federalismo_Europa_dei_Popoli,,,,,"Van der Eijk and Franklin 1999, p. 461",{},26,16
ITA,lib,2158,2024-08-15 07:29:45.238000,2024-08-15 07:29:45.240000,FiD,Stop the Decline,Fermare il Declino,Fermare il Declino,,http://en.wikipedia.org/wiki/Stop_the_Decline,2012-08-16,,,New party formed on 16 August 2012. ,,{},26,6
ITA,chr,961,2024-08-15 07:29:43.295000,2024-08-15 07:29:43.297000,ID,Democracy,I Democratici,I Democratici,,http://en.wikipedia.org/wiki/The_Democrats_(Italy),,,,,,{},26,3
ITA,right,2874,2024-08-15 07:29:47.058000,2024-08-15 07:29:47.060000,ISP,Sovereign and Popular Italy,Italia Sovrana e Popolare ,Italia Sovrana e Popolare,,https://en.wikipedia.org/wiki/Sovereign_and_Popular_Italy,2022-07-25,,,Party formed on 25 July 2022 as a merger of several minor parties. ,,"{""new_party"": false}",26,40
ITA,lib,2794,2024-08-15 07:29:46.871000,2024-08-15 07:29:46.873000,IV,Italy Alive,Italia Viva,Italia Viva,,https://en.wikipedia.org/wiki/Italia_Viva,2019-09-18,,reuters,Party formed on 18 September 2019 as split from Democratic Party (PD).,,{},26,6
ITA,lib,693,2024-08-15 07:29:42.895000,2024-08-15 07:29:42.896000,IdV,Italy of Values,Italia dei Valori,Italia dei Valori,,http://en.wikipedia.org/wiki/Italia_dei_Valori,1998-03-21,,,New party formed on 21 March 1998. ,,{},26,6
ITA,none,2861,2024-08-15 07:29:47.030000,2024-08-15 07:29:47.031000,IpF,Together for the Future,Insieme per il Futuro,Insieme per il Futuro,,https://en.wikipedia.org/wiki/Together_for_the_Future,2022-06-21,,,Party formed on 21 June 2021 as split from Five Star Movement by Luigi Di Maio.,,{},26,12
ITA,con,2873,2024-08-15 07:29:47.055000,2024-08-15 07:29:47.057000,Italexit,Italexit for Italy,Italext per l'Italia,Italexit per l'Italia,,https://en.wikipedia.org/wiki/Italexit_(political_party),2020-07-23,,,Party formed on 23 July 2020 by the senator and former TV journalist Gianluigi Pargone.,,"{""new_party"": false}",26,26
ITA,right,436,2024-08-15 07:29:42.400000,2024-08-15 07:29:42.402000,LAM,Southern Action League,Lega d'Azione Meridionale,Lega d'Azione Meridionale,,http://en.wikipedia.org/wiki/Southern_Action_League,1994-01-01,2014-07-01,,New party formed in 1994.,,{},26,40
ITA,lib,906,2024-08-15 07:29:43.215000,2024-08-15 07:29:43.217000,LD,Liberal Democrats,Liberal Democratici,Liberal Democratici,,http://en.wikipedia.org/wiki/Liberal_Democrats_(Italy),,,,,,{},26,6
ITA,spec,1560,2024-08-15 07:29:44.325000,2024-08-15 07:29:44.327000,LL,Lombard League,Liga Lombarda,Liga Lombarda,,http://en.wikipedia.org/wiki/Lega_Lombarda,1982-04-12,,,New party formed on 12 April 1994. ,inclusion rule: twice seats in parliament,"{""include"": ""seats twice""}",26,16
ITA,right,1436,2024-08-15 07:29:44.133000,2024-08-15 07:29:44.135000,LN,North League,Lega Nord,Lega Nord,,http://en.wikipedia.org/wiki/Lega_Nord,1991-01-08,,,,,{},26,40
ITA,soc,55,2024-08-15 07:29:41.675000,2024-08-15 07:29:41.677000,LT,List for Trieste,Lista per Trieste,Lista per Trieste,,http://en.wikipedia.org/wiki/List_for_Trieste,1978-07-01,2006-07-01,,New party formed in 1978. ,,{},26,11
ITA,soc,1246,2024-08-15 07:29:43.800000,2024-08-15 07:29:43.802000,LUP,The Union-Prodi,L'Unione-Prodi,L'Unione-Prodi,,http://en.wikipedia.org/wiki/The_Union_(political_coalition),,,,,,{},26,11
ITA,spec,1080,2024-08-15 07:29:43.522000,2024-08-15 07:29:43.524000,LV,Venetian League,Liga Veneta,Liga Veneta,,http://en.wikipedia.org/wiki/Liga_Veneta,1979-12-09,,,New party formed on 9 December 1979. ,,{},26,16
ITA,none,2155,2024-08-15 07:29:45.232000,2024-08-15 07:29:45.234000,M5S,Five Star Movement,Movimento 5 Stelle,Movimento 5 Stelle,,http://en.wikipedia.org/wiki/Five_Star_Movement,2009-10-04,,,New party formed on 4 October 2009.,party family classification difficult,"{""information_needed"": ""final party family classification""}",26,12
ITA,spec,1028,2024-08-15 07:29:43.433000,2024-08-15 07:29:43.435000,MIS,Movement for the Independence of Sicily,Movimento Indipendentista Siciliano,Movimento Indipendentista Siciliano,,http://it.wikipedia.org/wiki/Movimento_Indipendentista_Siciliano#Assemblea_Costituente_.281946-1948.29,,,,,,{},26,16
ITA,lib,760,2024-08-15 07:29:42.986000,2024-08-15 07:29:42.987000,MRE,European Republicans Movement,Movimento Repubblicani Europei,Movimento Repubblicani Europei,,http://en.wikipedia.org/wiki/European_Republican_Movement,2001-03-06,2011-02-28,,,,{},26,6
ITA,right,176,2024-08-15 07:29:41.883000,2024-08-15 07:29:41.885000,MSFT,Fiamma Tricolore,Fiamma Tricolore,Fiamma Tricolore,,http://en.wikipedia.org/wiki/Fiamma_Tricolore,,,,,,{},26,40
ITA,right,831,2024-08-15 07:29:43.103000,2024-08-15 07:29:43.105000,MSI,Italian Social Movement,Movimento Sociale Italiano,Movimento Sociale Italiano,,http://en.wikipedia.org/wiki/Italian_Social_Movement,,,,,,{},26,40
ITA,chr,1040,2024-08-15 07:29:43.446000,2024-08-15 07:29:43.448000,MpA,Movement for Autonomy,Movimento per l'Autonomia,Movimento per l'Autonomia,,http://en.wikipedia.org/wiki/Movement_for_Autonomy,2005-04-30,,,Party formed on 30 April 2005. ,,{},26,3
ITA,con,2268,2024-08-15 07:29:45.562000,2024-08-15 07:29:45.563000,NCD,New Centre-Right | Popular Alternative,Nuovo Centrodestra | Alternativa Popolare,Nuovo Centrodestra | Alternativa Popolare,,http://en.wikipedia.org/wiki/New_Centre-right,2013-11-15,,reuters,Party formed by The People of Freedom (PdL) dissidents under Angelino Alfano on 15 November 2013 and forming a party group in parliament on 18 November 2013.,,{},26,26
ITA,soc,1287,2024-08-15 07:29:43.889000,2024-08-15 07:29:43.891000,NPSI,New PSI,Nuovo Partito Socialisti Italiani,Nuovo Partito Socialisti Italiani,,http://en.wikipedia.org/wiki/Socialist_Party_New_PSI,2001-01-20,,,Party formed on 20 January 2001. ,,{},26,11
ITA,com,1330,2024-08-15 07:29:43.962000,2024-08-15 07:29:43.963000,PAz,Action Party,Partito d'Azione,Partito d'Azione,,http://en.wikipedia.org/wiki/Action_Party_(Italy),1942-07-14,1947-04-25,,,,{},26,14
ITA,none,2001,2024-08-15 07:29:44.898000,2024-08-15 07:29:44.900000,PC,Prime minister,Presidente del Consiglio dei ministri,Presidente del Consiglio dei ministri,,,,,,Non-partisan prime minister,Included to avoid false matches with election results.,{},26,12
ITA,com,1088,2024-08-15 07:29:43.535000,2024-08-15 07:29:43.536000,PCI,Communist Party,Partito Comunista Italiano,Partito Comunista Italiano,,http://en.wikipedia.org/wiki/Partito_Comunista_Italiano,,,,,,{},26,14
ITA,soc,382,2024-08-15 07:29:42.268000,2024-08-15 07:29:42.270000,PD,Democratic Party,Partito Democratico,Partito Democratico,,http://en.wikipedia.org/wiki/Democratic_Party_(Italy),2007-10-14,,,,,{},26,11
ITA,con,1702,2024-08-15 07:29:44.530000,2024-08-15 07:29:44.532000,PDIUM,Italian Democratic Party of Monarchist Unity,Partito Democratico Italiano di Unità Monarchica,Partito Democratico Italiano di Unita Monarchica,,http://en.wikipedia.org/wiki/Italian_Democratic_Party_of_Monarchist_Unity,1959-04-11,,,,,{},26,26
ITA,lib,671,2024-08-15 07:29:42.863000,2024-08-15 07:29:42.865000,PLD,Liberal Democratic Pole,Polo Liberal-Democratico,Polo Liberal-Democratico,,http://en.wikipedia.org/wiki/Liberal_Democratic_Pole,,,,,,{},26,6
ITA,lib,487,2024-08-15 07:29:42.536000,2024-08-15 07:29:42.538000,PLI,Italian Liberal Party,Partito Liberale Italiano,Partito Liberale Italiano,,https://en.wikipedia.org/wiki/Italian_Liberal_Party,1922-10-08,,,,,{},26,6
ITA,con,421,2024-08-15 07:29:42.362000,2024-08-15 07:29:42.364000,PMP,Popular Monarchist Party,Partito Monarchico Popolare,Partito Monarchico Popolare,,http://en.wikipedia.org/wiki/People%27s_Monarchist_Party_(Italy),,,,,,{},26,26
ITA,right,1050,2024-08-15 07:29:43.472000,2024-08-15 07:29:43.474000,PNM,Monarchist National Party,Partito Nazionale Monarchico,Partito Nazionale Monarchico,,http://en.wikipedia.org/wiki/Monarchist_National_Party,,,,,,{},26,40
ITA,spec,613,2024-08-15 07:29:42.745000,2024-08-15 07:29:42.747000,PNP,National Pensioners' Party,Partito Nazionale Pensionati,Partito Nazionale Pensionati,,,,,,,,"{""information_needed"": ""party origin""}",26,16
ITA,spec,502,2024-08-15 07:29:42.561000,2024-08-15 07:29:42.563000,PP,Pensioners' Party,Partito Pensionati,Partito Pensionati,,http://en.wikipedia.org/wiki/Pensioners%27_Party_%28Italy%29,1987-10-19,,,New party formed on 19 October 1987.,,{},26,16
ITA,chr,142,2024-08-15 07:29:41.842000,2024-08-15 07:29:41.844000,PPI,Italian People's Party,Partito Popolare Italiano,Partito Popolare Italiano,,http://en.wikipedia.org/wiki/Italian_People%27s_Party_%281994%29,1994-01-22,,,,,{},26,3
ITA,com,1321,2024-08-15 07:29:43.945000,2024-08-15 07:29:43.947000,PRC,Communist Refoundation Party,Partito della Rifondazione Comunista,Partito della Rifondazione Comunista,,http://en.wikipedia.org/wiki/Communist_Refoundation_Party,1991-12-12,,,,,{},26,14
ITA,lib,93,2024-08-15 07:29:41.747000,2024-08-15 07:29:41.749000,PRI,Republican Party,Partito Repubblicano Italiano,Partito Repubblicano Italiano,,http://en.wikipedia.org/wiki/Italian_Republican_Party,,,,,,{},26,6
ITA,chr,827,2024-08-15 07:29:43.094000,2024-08-15 07:29:43.095000,PS,Segni Pact,Patto Segni,Patto Segni,,http://en.wikipedia.org/wiki/Patto_Segni,,,,,,{},26,3
ITA,soc,335,2024-08-15 07:29:42.177000,2024-08-15 07:29:42.179000,PSA,Sardinian Action Party,Partito Sardo d'Azione,Partito Sardo d'Azione,,http://en.wikipedia.org/wiki/Sardinian_Action_Party,,,,,,{},26,11
ITA,soc,242,2024-08-15 07:29:42.007000,2024-08-15 07:29:42.009000,PSDI,Italian Democratic Socialist Party,Partito Socialista Democratico Italiano,Partito Socialista Democratico Italiano,,http://en.wikipedia.org/wiki/Italian_Democratic_Socialist_Party,1947-01-11,1998-05-10,,,,{},26,11
ITA,soc,1475,2024-08-15 07:29:44.199000,2024-08-15 07:29:44.201000,PSI,Italian Socialist Party,Partito Socialista Italiano,Partito Socialista Italiano,,http://en.wikipedia.org/wiki/Italian_Socialist_Party,1892-08-14,1994-11-13,,Party was dissolved on 13 November 1994.,,{},26,11
ITA,com,1593,2024-08-15 07:29:44.382000,2024-08-15 07:29:44.384000,PSIUP,Socialist Party of Proletarian Unity,Partito Socialista di Unità Proletaria,Partito Socialista di Unita Proletaria,,http://en.wikipedia.org/wiki/Italian_Socialist_Party_of_Proletarian_Unity,,,,,,{},26,14
ITA,agr,618,2024-08-15 07:29:42.757000,2024-08-15 07:29:42.759000,PaCoI,Agrarian Party,Partito dei Contadini d'Italia,Partito dei Contadini d'Italia,,http://it.wikipedia.org/wiki/Partito_dei_Contadini_d'Italia,,,,,,{},26,2
ITA,com,1661,2024-08-15 07:29:44.501000,2024-08-15 07:29:44.503000,PdCI,Party of the Italian Communists,Partito dei Comunisti Italiani,Partito dei Comunisti Italiani,,http://en.wikipedia.org/wiki/Party_of_Italian_Communists,1998-10-11,,,,,{},26,14
ITA,com,968,2024-08-15 07:29:43.313000,2024-08-15 07:29:43.314000,PdUP,Proletarian Unity Party,Partito di Unità Proletaria,Partito di Unita Proletaria,,http://en.wikipedia.org/wiki/Proletarian_Unity_Party_%28Italy%29,,,,,,{},26,14
ITA,chr,840,2024-08-15 07:29:43.114000,2024-08-15 07:29:43.116000,PpP,Popular Party for Prodi,Popolari per Prodi,Popolari per Prodi,,http://it.wikipedia.org/wiki/Popolari_per_Prodi,,,,,,{},26,3
ITA,soc,1278,2024-08-15 07:29:43.871000,2024-08-15 07:29:43.873000,P|SDI,Italian Democratic Socialists | Party,Partito | Socialisti Democratici Italiani,Partito | Socialisti Democratici Italiani,,http://en.wikipedia.org/wiki/Italian_Democratic_Socialists,,,,,2018 election 0.6% vote share  ,{},26,11
ITA,soc,1296,2024-08-15 07:29:43.902000,2024-08-15 07:29:43.904000,R,Radicals,Radicali,Radicali,,http://en.wikipedia.org/wiki/Radical_Party_(Italy),,,,,,"{""chess"": 820}",26,11
ITA,chr,366,2024-08-15 07:29:42.228000,2024-08-15 07:29:42.230000,Rete,Movement for Democracy -- The Net,Movimento per la Democrazia – La Rete,Movimento per la Democrazia -- La Rete,,http://en.wikipedia.org/wiki/Movement_for_Democracy_%E2%80%93_The_Net,1991-01-24,,,,,{},26,3
ITA,com,465,2024-08-15 07:29:42.476000,2024-08-15 07:29:42.478000,S,Left,Sinistra,Sinistra,,http://en.wikipedia.org/wiki/Left_Ecology_Freedom,2010-10-22,,,,,{},26,14
ITA,lib,2156,2024-08-15 07:29:45.235000,2024-08-15 07:29:45.237000,SC,Civic Choice,Scelta Civica,Scelta Civica,,http://en.wikipedia.org/wiki/Civic_Choice,2013-01-04,,,New party formed on 4 January 2013.,,{},26,6
ITA,spec,1030,2024-08-15 07:29:43.439000,2024-08-15 07:29:43.440000,SVP,South Tyrol Peoples Party,Südtiroler Volkspartei,Suedtiroler Volkspartei,,http://en.wikipedia.org/wiki/South_Tyrolean_People%27s_Party,1945-05-08,,,New party formed on 8 May 1945.,,{},26,16
ITA,chr,226,2024-08-15 07:29:41.982000,2024-08-15 07:29:41.984000,UC,Union / Centre,Unione / Centro,Unione / Centro,,http://en.wikipedia.org/wiki/Democrats%27_Centre_Union,2002-12-06,,,,,{},26,3
ITA,lib,475,2024-08-15 07:29:42.524000,2024-08-15 07:29:42.527000,UD,Democratic Union,Unione Democratica,Unione Democratica,,http://en.wikipedia.org/wiki/Democratic_Union_(Italy),,,,,,{},26,6
ITA,chr,399,2024-08-15 07:29:42.304000,2024-08-15 07:29:42.306000,UDEUR,Union of Democrats for Europe,Unione Democratici per l'Europa,Unione Democratici per l'Europa,,http://en.wikipedia.org/wiki/UDEUR_Populars,1999-05-23,,,,,{},26,3
ITA,chr,1145,2024-08-15 07:29:43.633000,2024-08-15 07:29:43.635000,UDR,Union of republican democrats,Unione dei democratici per la repubblica,Unione dei democratici per la repubblica,,http://en.wikipedia.org/wiki/Democratic_Union_for_the_Republic,1996-07-01,1999-07-01,,,,{},26,3
ITA,con,2671,2024-08-15 07:29:46.523000,2024-08-15 07:29:46.524000,USEI,South American Union Italian Emigrants,Unione Sudamericana Emigrati Italiani,Unione Sudamericana Emigrati Italiani,,https://en.wikipedia.org/wiki/South_American_Union_Italian_Emigrants,2006-07-01,,,New party formed in 2006.,,{},26,26
ITA,spec,974,2024-08-15 07:29:43.325000,2024-08-15 07:29:43.327000,UV,Valdotanian Union,Union Valdôtaine,Union Valdotaine,,http://en.wikipedia.org/wiki/Valdotanian_Union,1945-09-13,,,"New party formed on 13 September 1945.
Often stands for election with changing minor allies.",,{},26,16
ITA,lib,397,2024-08-15 07:29:42.300000,2024-08-15 07:29:42.302000,UdCe,Democratic Union of the Centre,Unione Democratica di Centro,Unione Democratica di Centro,,http://en.wikipedia.org/wiki/Union_of_the_Centre_(historical),,,,,,{},26,6
ITA,eco,325,2024-08-15 07:29:42.161000,2024-08-15 07:29:42.163000,VA,Rainbow Greens,Verdi Arcobaleno,Verdi Arcobaleno,,http://en.wikipedia.org/wiki/Rainbow_Greens,1989-01-01,,,Party formed on 1 January 1989. ,,{},26,19
ITA,none,825,2024-08-15 07:29:43.091000,2024-08-15 07:29:43.092000,etc,others,diversi,diversi,,,,,,,,{},26,12
ITA,none,2059,2024-08-15 07:29:45.010000,2024-08-15 07:29:45.012000,no-seat,no seat,no seat,no seat,,,,,,Largest party that won no seats in an election and less than one percent vote share.,Only coded if there are no other observations for the party. Party name included in 'description' of election result.,{},26,12
ITA,none,1552,2024-08-15 07:29:44.313000,2024-08-15 07:29:44.314000,none,no party affiliation,senzo partito,senzo partito,,,,,,,,{},26,12
ITA,none,2302,2024-08-15 07:29:45.651000,2024-08-15 07:29:45.654000,one-seat,one seat,one seat,one seat,,,,,,Parties that won one seat in a single election and less than one percent vote share.,,{},26,12
JPN,soc,2657,2024-08-15 07:29:46.503000,2024-08-15 07:29:46.505000,CDP,Constitutional Democratic Party of Japan,Rikken Minshutō,Rikken Minshuto,立憲民主党,https://en.wikipedia.org/wiki/Constitutional_Democratic_Party_of_Japan,2017-10-03,,,"Party formed on 3 October 2017 as split from the Democratic Party (Minshintō, DP). Re-foundation on 15 September 2020 due to the merging of a majority of the Democratic Party for the People (DPP) and the Social Democratic Party (SDP).",,{},5,11
JPN,soc,1738,2024-08-15 07:29:44.577000,2024-08-15 07:29:44.579000,CoP,Cooperative Party,Kyoudoutou,Kyoudoutou,協同党,http://ja.wikipedia.org/wiki/%E5%8D%94%E5%90%8C%E5%85%9A,1952-07-01,,,,,{},5,11
JPN,con,1734,2024-08-15 07:29:44.565000,2024-08-15 07:29:44.567000,DP,Democratic Party,Minshutō,Minshuto,民主党,http://en.wikipedia.org/wiki/Democratic_Party_%281947%29,1945-11-16,,,,,{},5,26
JPN,con,439,2024-08-15 07:29:42.412000,2024-08-15 07:29:42.414000,DPJ,Democratic Party of Japan,Minshutō,Minshuto,民主党,http://en.wikipedia.org/wiki/Democratic_Party_of_Japan,1996-09-28,,kyodo,,,{},5,26
JPN,con,2827,2024-08-15 07:29:46.965000,2024-08-15 07:29:46.967000,DPP,Democratic Party for the People,Kokumin Minshu-tō,Kokumin Minshu-to,国民民主党,https://en.wikipedia.org/wiki/Democratic_Party_for_the_People,2018-05-07,,reuters,Party formed on 7 May 2018 as a merger of the Democratic Party (DP) and the Party of Hope (PH).,,{},5,26
JPN,soc,163,2024-08-15 07:29:41.871000,2024-08-15 07:29:41.873000,DRP,Democratic Reform Party,Min-kai-ren,Min-kai-ren,民主改革連合,http://ja.wikipedia.org/wiki/%E6%B0%91%E4%B8%BB%E6%94%B9%E9%9D%A9%E9%80%A3%E5%90%88,1989-07-01,1998-04-27,kyodo,New party formed in 1989. ,,{},5,11
JPN,soc,1053,2024-08-15 07:29:43.479000,2024-08-15 07:29:43.480000,DSP,Democratic Socialist Party,Minshu Shakai-tō,Minshu Shakai-to,民主社会党,http://en.wikipedia.org/wiki/Democratic_Socialist_Party_%28Japan%29,1960-01-24,,,,,{},5,11
JPN,right,2851,2024-08-15 07:29:46.998000,2024-08-15 07:29:46.999000,HRP,Happiness Realization Party,Kōfuku Jitsugen-tō,Kofuku Jitsugen-to,幸福実現党,https://en.wikipedia.org/wiki/Happiness_Realization_Party,2009-05-23,,,New party formed on 23 May 2009.,,"{""include"": ""first loser twice""}",5,40
JPN,none,695,2024-08-15 07:29:42.898000,2024-08-15 07:29:42.899000,IC,Independent's Club,Mushozoku-no-kai,Mushozoku-no-kai,無所属の会,,,,,,,{},5,12
JPN,com,1540,2024-08-15 07:29:44.287000,2024-08-15 07:29:44.289000,JCP,Japan Communist Party,Nihon Kyōsan-tō,Nihon Kyosan-to,日本共産党,http://en.wikipedia.org/wiki/Japanese_Communist_Party,1922-07-15,,,New party formed on 15 July 1922.,,{},5,14
JPN,con,1722,2024-08-15 07:29:44.546000,2024-08-15 07:29:44.548000,JDP,Japan Democratic Party,Nihon Minshutō,Nihon Minshuto,日本民主党,http://en.wikipedia.org/wiki/Japan_Democratic_Party_%281954%29,1954-11-24,,nyt,,,{},5,26
JPN,con,1726,2024-08-15 07:29:44.555000,2024-08-15 07:29:44.557000,JLP,Japan Liberal Party,Nihon Jiyūtō,Nihon Jiyuto,日本自由党,"http://en.wikipedia.org/wiki/Liberal_Party_%28Japan,_1945%29",1945-11-09,,,,,{},5,26
JPN,lib,1327,2024-08-15 07:29:43.955000,2024-08-15 07:29:43.957000,JNP,Japan New Party,Nihon Shintō,Nihon Shin-to,日本新党,http://en.wikipedia.org/wiki/Japan_New_Party,,,,,,{},5,6
JPN,con,547,2024-08-15 07:29:42.645000,2024-08-15 07:29:42.647000,JRP,Japan Renewal Party,Shinseitō,Shinsei-to,新生党,http://en.wikipedia.org/wiki/Japan_Renewal_Party,1993-07-23,,,,,{},5,26
JPN,con,2136,2024-08-15 07:29:45.189000,2024-08-15 07:29:45.191000,JReP,Japan Restoration Party,Nippon Ishin no Kai,Nippon Ishin no Kai,日本維新の会,https://en.wikipedia.org/wiki/Japan_Innovation_Party,2012-09-12,,reuters,,,{},5,26
JPN,soc,940,2024-08-15 07:29:43.260000,2024-08-15 07:29:43.262000,JSP,Japan Socialist Party,Nihon Shakai-tō,Nihon Shakai-to,社会民主党,http://en.wikipedia.org/wiki/Japan_Socialist_Party,1945-07-01,,,New Party formed in 1945. Major reformation and name change 19 January 1996.,,{},5,11
JPN,right,2826,2024-08-15 07:29:46.962000,2024-08-15 07:29:46.964000,JaRep,Japan Innovation Party,Nippon Ishin no Kai,Nippon Ishin no Kai,日本維新の会,https://en.wikipedia.org/wiki/Nippon_Ishin_no_Kai,2015-11-02,,reuters,Party formed on 2 October 2015.,Formed as 'Initiatives from Osaka' in October 2015 from a split in the old Japan Innovation Party (founded 2012).,{},5,40
JPN,con,837,2024-08-15 07:29:43.106000,2024-08-15 07:29:43.108000,K,Komeito Party,Kōmeitō,Komeito,公明党,http://en.wikipedia.org/wiki/New_Komeito_Party,1964-11-17,,,"New party formed in 1964.
Party was officially dissolved on 5 November 1994 but reformed on 7 November 1998.",Komeito Party and New Komeito coded as one party because it presents itself as such in the online presentation of its history.,{},5,26
JPN,con,1193,2024-08-15 07:29:43.719000,2024-08-15 07:29:43.721000,LDP,Liberal Democratic Party,Jiyū Minshutō,Jiyu Minshuto,自由民主党,http://en.wikipedia.org/wiki/Liberal_Democratic_Party_%28Japan%29,1955-11-15,,nyt,Party formed on 15 November 1955 as a merger of the Liberal Party (LP) and the Japan Democratic Party (JDP).,,{},5,26
JPN,com,1736,2024-08-15 07:29:44.571000,2024-08-15 07:29:44.572000,LFP,Labour Farmer Party,Rōdōnōmintō,Rodonominto,労働者農民党,http://ja.wikipedia.org/wiki/%E5%8A%B4%E5%83%8D%E8%80%85%E8%BE%B2%E6%B0%91%E5%85%9A,1948-12-02,,,,,{},5,14
JPN,lib,1165,2024-08-15 07:29:43.668000,2024-08-15 07:29:43.670000,LL,Liberal League,Jiyu Rengo,Jiyu Rengo,自由連合,http://en.wikipedia.org/wiki/Liberal_League_%28Japan%29,1994-07-01,2005-07-01,,New party formed in 1994.,,{},5,6
JPN,con,462,2024-08-15 07:29:42.468000,2024-08-15 07:29:42.470000,LP,Liberal Party,Jiyū-tō,Jiyu-to,自由党,http://en.wikipedia.org/wiki/Liberal_Party_%281998%29,1998-01-06,2003-09-26,,,,{},5,26
